	tconst	Budget	Box_Office	Star_1	Star_2	Star_3	Star_num1	Star_num2	Star_num3	primaryTitle	startYear	runtimeMinutes	genres	directors	writers	averageRating	numVotes	Story_Line	Ratio	Profitable
4845	tt2142889	394602	49727	Arto Halonen	Paavo M. Petäjä	Leila Ketola	nm0356867	nm1620873	nm5565024	Sinivalkoinen valhe	2012	119	Documentary,Sport	nm0356867	nm2833835,nm0356867,nm5297712	7.3	413	Investigative documentary probing the background of the Finnish doping scandal of Lahti 2001 FIS Nordic world ski championship and the sports culture that enabled it.	0.12601779510039204	False
868	tt0322177	4396680	806725	Marlon Vilstrup	Joachim Boje Helvang	Otto Brandenburg	nm1270509	nm0375892	nm0104596	The Boy Who Wanted to Be a Bear	2002	75	Animation,Family	nm0368645	nm0356391,nm0275260,nm0915487	6.8	361	To heal the sorrow of his mate after the death of their bear child, a male polar bear steals a newborn child from a nearby man and woman. The bears bring up the boy as their own, and he learns how to live like a bear. But the woman despairs over the loss of her child, and the man hunts down the bear family and brings the boy home. The boy faces the choice between becoming a boy again or learning how to be a bear on his own.	0.18348499697840254	False
4155	tt1608290	50000000	56722693	Ben Stiller	Owen Wilson	Penélope Cruz	nm0001774	nm0005562	nm0004851	Zoolander 2	2016	101	Action,Comedy	nm0001774	nm0857620,nm0001774,nm0831557,nm0357453,nm0766153	4.7	60902	"After many years of being separated from modeling and each other, Derek and Hansel are dragged back into the fashion world in Rome. After being humiliated on the runway by the people behind the scenes, Derek and Hansel decide to quit the business . . . until retired swimsuit model, Valentina, drags them back in with questions about recent celebrity deaths. Soon after, Derek also realizes out that the son who was taken from him is in Rome, and is much dismayed to find that Derek, Jr. is fat. And smart. Regardless, Derek, Sr. continues his mission with Hansel, which leads them to the fashion-model legends of ""Adam, Eve, and Steve"", and the ""Chosen One"". Who is that person? Why do the models drink the Chosen One's blood? Will Derek's and Hansel's careers resume?"	1.1344538373109232	True
3914	tt1472584	10000000	6272403	Ben Winchell	Josh Brener	Maria Bello	nm3656718	nm3091777	nm0004742	Max Steel	2016	92	Action,Adventure,Family	nm0376664	nm1236653	4.6	17181	When teenage Max McGrath discovers his body can generate the universe's most powerful energy, he must bond with the only being able to contain it - a mysterious techno-organic extraterrestrial named Steel. United as the superhero Max Steel, the two friends must combat an alien menace and unlock the secrets of their past.	0.6272402372759762	False
5173	tt2473794	11436130	22179785	Timothy Spall	Paul Jesson	Dorothy Atkinson	nm0001758	nm0422234	nm0040709	Mr. Turner	2014	150	Biography,Drama,History	nm0005139	nm0005139	6.8	22993	Mr. Turner explores the last quarter century of the great if eccentric British painter J.M.W. Turner (1775-1851). Profoundly affected by the death of his father, loved by a housekeeper he takes for granted and occasionally exploits sexually, he forms a close relationship with a seaside landlady with whom he eventually lives incognito in Chelsea, where he dies. Throughout this, he travels, paints, stays with the country aristocracy, visits brothels, is a popular if anarchic member of the Royal Academy of Arts, has himself strapped to the mast of a ship so that he can paint a snowstorm, and is both celebrated and reviled by the public and by royalty.	1.9394483151688275	True
5922	tt4468740	40000000	227331938	Ben Whishaw	Hugh Grant	Hugh Bonneville	nm0924210	nm0000424	nm0095017	Paddington 2	2017	103	Adventure,Comedy,Family	nm1653753	nm1653753,nm1375030,nm1286491,nm1638619,nm1776787	7.8	49029	Paddington is happily settled with the Brown family in Windsor Gardens, where he has become a popular member of the community, spreading joy and marmalade wherever he goes. While searching for the perfect present for his beloved Aunt Lucy's 100th birthday, Paddington spots a unique pop-up book in Mr. Gruber's antique shop, and embarks upon a series of odd jobs to buy it. But when the book is stolen, it's up to Paddington and the Browns to unmask the thief.	5.683298307917543	True
599	tt0283832	8094400	42426583	Fanny Ardant	Emmanuelle Béart	Danielle Darrieux	nm0000272	nm0000322	nm0201638	8 Women	2002	111	Comedy,Crime,Musical	nm0654830	nm0654830,nm0888418,nm0859436	7.1	27374	One morning at an isolated mansion in the snowy countryside of 1950s France, a family is gathered for the holiday season. But there will be no celebration at all because their beloved patriarch has been murdered! The killer can only be one of the eight women closest to the man of the house. Was it his powerful wife? His spinster sister-in-law? His miserly mother-in-law? Maybe the insolent chambermaid or the loyal housekeeper? Could it possibly have been one of his two young daughters? A surprise visit from the victim's chic sister sends the household into a tizzy, encouraging hysterics, exacerbating rivalries, and encompassing musical interludes. Comedic situations arise with the revelations of dark family secrets. Seduction dances with betrayal. The mystery of the female psyche is revealed. There are eight women and each is a suspect. Each has a motive. Each has a secret. Beautiful, tempestuous, intelligent, sensual, and dangerous...one of them is guilty. Which one is it?	5.241472840300351	True
4635	tt1925446	1689706	380335	Lauri Tilkanen	Mikko Leppilampi	Pamela Tola	nm2919325	nm1285112	nm1533235	Once Upon a Time in the North	2012	128	Drama,History	nm0797655	nm0797655	6.2	1247	On the West Coast on Finland in nineteenth-century Ostrobothnia. Esko is the leader of a local gang of troublemakers and an uneven battle ensues over the estate, honor a father's last wishes.	0.22508932021942266	False
4567	tt1854564	90000000	199850315	Logan Lerman	Alexandra Daddario	Brandon T. Jackson	nm0503567	nm1275259	nm1040365	Percy Jackson: Sea of Monsters	2013	106	Adventure,Family,Fantasy	nm0294457	nm0973233,nm2292894	5.8	103851	"In this retelling of Rick Riordans book, ""The Sea of Monsters"", Percy Jackson, accompanied by his friends Annabeth Chase, Clarisse La Rue and Tyson, his half brother, goes on a journey to the Sea of Monsters to retrieve the Golden Fleece and save Camp Half-Blood."	2.220559030882677	True
1588	tt0414993	35000000	15978422	Hugh Jackman	Rachel Weisz	Sean Patrick Thomas	nm0413168	nm0001838	nm0859503	The Fountain	2006	97	Drama,Mystery,Romance	nm0004716	nm0004716,nm0359504	7.2	218423	Three stories - one each from the past, present, and future - about men in pursuit of eternity with their love. A conquistador in Mayan country searches for the tree of life to free his captive queen; a medical researcher, working with various trees, looks for a cure that will save his dying wife; a space traveler, traveling with an aged tree encapsulated within a bubble, moves toward a dying star that's wrapped in a nebula; he seeks eternity with his love. The stories intersect and parallel; the quests fail and succeed.	0.4565263298135334	False
6291	tt5825380	25000000	15889124	Justin Timberlake	Juno Temple	Robert C. Kirk	nm0005493	nm1017334	nm1478447	Wonder Wheel	2017	101	Drama	nm0000095	nm0000095	6.2	20929	In the hustle and bustle of 1950s Coney Island, where the buzzing crowd comes and goes trudging slowly over the wooden boardwalks, silent stories of the everyday toilers who give life to the attraction unfold. Somewhere in a clam bar, there's the sad waitress Ginny, a one-time actress and now a suffering wife who's been given a second chance by the side of the well-intentioned but uncouth carousel operator, Humpty. On the other hand, there's Humpty's 26-year-old estranged daughter, Carolina, who left the familial nest and a preordained future seeking adventure as a mobster's wife; only to return home with her wings broken, begging for forgiveness. And from the lifeguard's high tower, where all is in plain sight, the young and charming lifesaver and hopeful playwright, Mickey, is the inadvertent but potent catalyst that binds everything together. Shattered dreams, reckless love and betrayal, all under the bright lights of Coney Island.	0.6355649345774026	False
376	tt0251075	80000000	98376292	David Duchovny	Orlando Jones	Julianne Moore	nm0000141	nm0428963	nm0000194	Evolution	2001	101	Comedy,Sci-Fi	nm0718645	nm0415979,nm0224606,nm0919289	6.1	114260	When a meteorite falls to Earth two college professors, Dr. Ira Kane and Prof. Harry Phineas Block, are assigned the job of checking the site out. At the site, they discover organisms not of this planet. Soon the site is taken over by the government, forcing Ira and Harry to the side. As the new life-forms begin to evolve and start to get more and more dangerous, it's up to the two professors to save the planet.	1.2297036346287045	True
5101	tt2386203	35847	51539	Eric Breker	Cory Rempel	Dalias Blake	nm0107023	nm4534019	nm0086524	Captive	2013	88	Action,Thriller	nm5011753,nm4453367	nm5011753,nm4453367	3.9	211	Captive is an original screenplay that follows John Rancour - an aging, corrupt detective on the run for murdering a fellow police officer in cold blood. With enemies on both sides of the law wanting him dead - Rancour has no choice but to seek help from the very man that exposed his crimes and sent him into exile - journalist Tyler Chase. Rancour takes Tyler captive, forcing him to tag-along on a one-night race against time to expose and eradicate the system of corruption that he helped create in his years on the force. Complicating matters further is Rancour's former partner and best-friend, Detective Frank Hanaway, who wants nothing more than to stop the pair from making it through the night alive. As the night wears on and the bodies begin to pile up in their wake, Tyler starts to believe that there is more to John Rancour and his motives than he originally accused; and that the people and places he witnesses could lead to a bigger story than he ever thought possible.	1.4377092166927026	True
1080	tt0354766	3000000	5923000	DMX	David Arquette	Michael Ealy	nm0229422	nm0000274	nm1013003	Never Die Alone	2004	88	Action,Crime,Drama	nm0225416	nm0324786,nm1326240	5.7	5266	A film noir centering around a hard-boiled, stylish kingpin drug dealer, called King David, who returns to his hometown seeking redemption--but ends up only finding violent death. King David's final moments are spent with Paul, an aspiring journalist who knew him for just a few minutes; yet King David would forever more have an impact on Paul's life. Half preacher, half Satan, and all street smarts, King David had recorded the story of his exploits on audiotape, leaving behind an often-poetic sermon on villainy and its consequences. The tapes reveal that the cycle of violence and retribution, which his actions have spawned, has come back to him, full circle, as he suspected they might all along.	1.9743326752224413	True
934	tt0330602	3584750	8692636	Luke Kirby	Peter Miller	Ginette Reno	nm0456186	nm1022527	nm0719729	Mambo Italiano	2003	88	Comedy,Drama,Romance	nm0309996	nm1241330,nm0309996	6.7	6116	Angelo Barberini is the oddball son of Italian immigrants Gino and Maria, who inadvertently ended up in Canada rather than the States. Angelo shocks his parents by moving out on his own without getting married, and shocks them further still when he reveals that he's gay. But his boyfriend, policeman Nino Paventi isn't as ready to come out of the closet -- especially not to his busybody mother, Lina.	2.4248925518118267	True
